Rank,max_speed,max_x,LeadingCarInstance.simple_car.v0,FollowingAlgorithmInstance.eps,AttackInstance.attack_value,FollowingAlgorithmInstance.omega_n,LeadingCarInstance.simple_car.x0,FollowingCarInstance.v0,FollowingAlgorithmInstance.c1,AttackInstance.attack_time,FollowingCarInstance.x0,AttackInstance.step_size
90,28.6586907525,1368.63960561,0,1,110,0.2,50,0,0.5,20,0,0.01
91,28.7586907703,1376.38760537,0,1,109,0.2,50,0,0.5,20,0,0.01
92,28.8586908039,1384.13560418,0,1,108,0.2,50,0,0.5,20,0,0.01
93,28.9586907928,1391.88360455,0,1,107,0.2,50,0,0.5,20,0,0.01
94,29.0586908154,1399.63160416,0,1,106,0.2,50,0,0.5,20,0,0.01
95,29.1586907949,1407.37960421,0,1,105,0.2,50,0,0.5,20,0,0.01
96,29.2586908331,1415.12760418,0,1,104,0.2,50,0,0.5,20,0,0.01
97,29.3586908634,1422.87560514,0,1,103,0.2,50,0,0.5,20,0,0.01
98,29.4586908607,1430.62360407,0,1,102,0.2,50,0,0.5,20,0,0.01
99,29.5586908327,1438.37160563,0,1,101,0.2,50,0,0.5,20,0,0.01
100,29.6586908712,1446.11960565,0,1,100,0.2,50,0,0.5,20,0,0.01
101,29.7586908959,1453.86760669,0,1,99,0.2,50,0,0.5,20,0,0.01
102,29.8586908898,1461.61560719,0,1,98,0.2,50,0,0.5,20,0,0.01
103,29.9586908835,1469.3636066,0,1,97,0.2,50,0,0.5,20,0,0.01
104,30.0586908194,1477.11160614,0,1,96,0.2,50,0,0.5,20,0,0.01
105,30.1586908713,1484.85960768,0,1,95,0.2,50,0,0.5,20,0,0.01
106,30.258691015,1492.60760814,0,1,94,0.2,50,0,0.5,20,0,0.01
107,30.3586909643,1500.35560859,0,1,93,0.2,50,0,0.5,20,0,0.01
108,30.4586909172,1508.10360904,0,1,92,0.2,50,0,0.5,20,0,0.01
109,30.5586909112,1515.85160824,0,1,91,0.2,50,0,0.5,20,0,0.01
110,30.6586909941,1523.59960969,0,1,90,0.2,50,0,0.5,20,0,0.01
111,30.7586908981,1531.34760944,0,1,89,0.2,50,0,0.5,20,0,0.01
112,30.8586909589,1539.09561041,0,1,88,0.2,50,0,0.5,20,0,0.01
113,30.9586909095,1546.84360991,0,1,87,0.2,50,0,0.5,20,0,0.01
114,31.0586909083,1554.59161114,0,1,86,0.2,50,0,0.5,20,0,0.01
115,31.1586908874,1562.33961104,0,1,85,0.2,50,0,0.5,20,0,0.01
116,31.2586909255,1570.0876117,0,1,84,0.2,50,0,0.5,20,0,0.01
117,31.3586910197,1577.83561169,0,1,83,0.2,50,0,0.5,20,0,0.01
118,31.4586909911,1585.5836119,0,1,82,0.2,50,0,0.5,20,0,0.01
119,31.558690984,1593.33161204,0,1,81,0.2,50,0,0.5,20,0,0.01
120,31.6586910459,1601.07961306,0,1,80,0.2,50,0,0.5,20,0,0.01
121,31.7586909124,1608.82761218,0,1,79,0.2,50,0,0.5,20,0,0.01
122,31.8586910448,1616.5756133,0,1,78,0.2,50,0,0.5,20,0,0.01
123,31.9586909935,1624.32361287,0,1,77,0.2,50,0,0.5,20,0,0.01
124,32.0586910817,1632.07161345,0,1,76,0.2,50,0,0.5,20,0,0.01
125,32.1586910328,1639.81961392,0,1,75,0.2,50,0,0.5,20,0,0.01
126,32.2586909744,1647.56761331,0,1,74,0.2,50,0,0.5,20,0,0.01
127,32.3586910567,1655.31561576,0,1,73,0.2,50,0,0.5,20,0,0.01
128,32.4586909077,1663.06361261,0,1,72,0.2,50,0,0.5,20,0,0.01
129,32.558691195,1670.8116156,0,1,71,0.2,50,0,0.5,20,0,0.01
130,32.6586911485,1678.5596153,0,1,70,0.2,50,0,0.5,20,0,0.01
131,32.7586911032,1686.30761575,0,1,69,0.2,50,0,0.5,20,0,0.01
132,32.8586910412,1694.05561526,0,1,68,0.2,50,0,0.5,20,0,0.01
133,32.9586909339,1701.80361557,0,1,67,0.2,50,0,0.5,20,0,0.01
134,33.0586912057,1709.55161785,0,1,66,0.2,50,0,0.5,20,0,0.01
135,33.1586911294,1717.29961897,0,1,65,0.2,50,0,0.5,20,0,0.01
136,33.2586910388,1725.04761784,0,1,64,0.2,50,0,0.5,20,0,0.01
137,33.3586910102,1732.79561826,0,1,63,0.2,50,0,0.5,20,0,0.01
138,33.4586909172,1740.54361673,0,1,62,0.2,50,0,0.5,20,0,0.01
139,33.558691003,1748.29161758,0,1,61,0.2,50,0,0.5,20,0,0.01
140,33.6586910328,1756.03961769,0,1,60,0.2,50,0,0.5,20,0,0.01
141,33.7586909708,1763.78761989,0,1,59,0.2,50,0,0.5,20,0,0.01
142,33.8586910126,1771.53561958,0,1,58,0.2,50,0,0.5,20,0,0.01
143,33.9586909339,1779.28361886,0,1,57,0.2,50,0,0.5,20,0,0.01
144,34.0586910686,1787.0316199,0,1,56,0.2,50,0,0.5,20,0,0.01
145,34.1586909887,1794.77961944,0,1,55,0.2,50,0,0.5,20,0,0.01
146,34.2586909792,1802.52762101,0,1,54,0.2,50,0,0.5,20,0,0.01
147,34.3586910161,1810.27562108,0,1,53,0.2,50,0,0.5,20,0,0.01
148,34.4586909363,1818.02362152,0,1,52,0.2,50,0,0.5,20,0,0.01
149,34.5586910126,1825.77162126,0,1,51,0.2,50,0,0.5,20,0,0.01
150,34.6586910138,1833.51962107,0,1,50,0.2,50,0,0.5,20,0,0.01
151,34.7586909017,1841.26762127,0,1,49,0.2,50,0,0.5,20,0,0.01
152,34.8586910436,1849.01562359,0,1,48,0.2,50,0,0.5,20,0,0.01
153,34.9586910316,1856.76362213,0,1,47,0.2,50,0,0.5,20,0,0.01
154,35.0586911497,1864.51162339,0,1,46,0.2,50,0,0.5,20,0,0.01
155,35.158690984,1872.25962173,0,1,45,0.2,50,0,0.5,20,0,0.01
156,35.2586908838,1880.0076214,0,1,44,0.2,50,0,0.5,20,0,0.01
157,35.3586910054,1887.75562314,0,1,43,0.2,50,0,0.5,20,0,0.01
158,35.4586909494,1895.50362384,0,1,42,0.2,50,0,0.5,20,0,0.01
159,35.55869104,1903.25162107,0,1,41,0.2,50,0,0.5,20,0,0.01
160,35.6586910245,1910.99962072,0,1,40,0.2,50,0,0.5,20,0,0.01
161,35.7586910054,1918.74762096,0,1,39,0.2,50,0,0.5,20,0,0.01
162,35.8586910221,1926.49562209,0,1,38,0.2,50,0,0.5,20,0,0.01
163,35.9586909553,1934.24362041,0,1,37,0.2,50,0,0.5,20,0,0.01
164,36.0586910388,1941.99162245,0,1,36,0.2,50,0,0.5,20,0,0.01
165,36.1586910018,1949.73962172,0,1,35,0.2,50,0,0.5,20,0,0.01
166,36.2586910054,1957.48762263,0,1,34,0.2,50,0,0.5,20,0,0.01
167,36.3586910829,1965.23562393,0,1,33,0.2,50,0,0.5,20,0,0.01
168,36.4586909029,1972.98362245,0,1,32,0.2,50,0,0.5,20,0,0.01
169,36.5586911282,1980.73162357,0,1,31,0.2,50,0,0.5,20,0,0.01
170,36.6586911067,1988.47962393,0,1,30,0.2,50,0,0.5,20,0,0.01
171,36.758691065,1996.22762332,0,1,29,0.2,50,0,0.5,20,0,0.01
172,36.8586911067,2003.97562447,0,1,28,0.2,50,0,0.5,20,0,0.01
173,36.9586909708,2011.72362428,0,1,27,0.2,50,0,0.5,20,0,0.01
174,37.0586910972,2019.47162308,0,1,26,0.2,50,0,0.5,20,0,0.01
175,37.1586910746,2027.21962386,0,1,25,0.2,50,0,0.5,20,0,0.01
176,37.2586910316,2034.96762517,0,1,24,0.2,50,0,0.5,20,0,0.01
177,37.3586911711,2042.71562597,0,1,23,0.2,50,0,0.5,20,0,0.01
178,37.4586911437,2050.46362811,0,1,22,0.2,50,0,0.5,20,0,0.01
179,37.5586911985,2058.21162785,0,1,21,0.2,50,0,0.5,20,0,0.01
180,37.6586911044,2065.95962564,0,1,20,0.2,50,0,0.5,20,0,0.01
181,37.758691065,2073.70762915,0,1,19,0.2,50,0,0.5,20,0,0.01
182,37.8586911473,2081.45562875,0,1,18,0.2,50,0,0.5,20,0,0.01
183,37.9586910626,2089.20362783,0,1,17,0.2,50,0,0.5,20,0,0.01
184,38.058691152,2096.95162805,0,1,16,0.2,50,0,0.5,20,0,0.01
185,38.1586911604,2104.69962663,0,1,15,0.2,50,0,0.5,20,0,0.01
186,38.258691214,2112.44762877,0,1,14,0.2,50,0,0.5,20,0,0.01
187,38.3586912558,2120.19563081,0,1,13,0.2,50,0,0.5,20,0,0.01
188,38.4586911568,2127.94362944,0,1,12,0.2,50,0,0.5,20,0,0.01
189,38.5586913022,2135.69163118,0,1,11,0.2,50,0,0.5,20,0,0.01
190,38.6586912856,2143.43963276,0,1,10,0.2,50,0,0.5,20,0,0.01
191,38.758691183,2151.18763227,0,1,9,0.2,50,0,0.5,20,0,0.01
192,38.858691245,2158.93563194,0,1,8,0.2,50,0,0.5,20,0,0.01
193,38.9586910352,2166.68363118,0,1,7,0.2,50,0,0.5,20,0,0.01
194,39.0586912951,2174.43163275,0,1,6,0.2,50,0,0.5,20,0,0.01
195,39.158691307,2182.17963545,0,1,5,0.2,50,0,0.5,20,0,0.01
196,39.2586913189,2189.92763421,0,1,4,0.2,50,0,0.5,20,0,0.01
197,39.3586912784,2197.67563256,0,1,3,0.2,50,0,0.5,20,0,0.01
198,39.4586911067,2205.42363319,0,1,2,0.2,50,0,0.5,20,0,0.01
199,39.5586913094,2213.17163298,0,1,1,0.2,50,0,0.5,20,0,0.01
200,39.6586912331,2220.91963337,0,1,0,0.2,50,0,0.5,20,0,0.01
